species,wood_density
Beilschmiedia membranifolia,0.534
Beilschmiedia micrantha,0.38
Beilschmiedia nitida,0.538
Beilschmiedia oblongifolia,0.603
Beilschmiedia obtusifolia,0.6383333333333333
Beilschmiedia oligandra,0.631
Beilschmiedia pahangensis,0.6
Beilschmiedia pendula,0.503
Beilschmiedia perakensis,0.59
Beilschmiedia praecox,0.48
Beilschmiedia tarairi,0.57
Beilschmiedia tawa,0.699
Beilschmiedia tooram,0.7493333333333334
Beilschmiedia velutina,0.46
Beilschmiedia zeylanica,0.48
Bellucia grossularioides,0.5975
Bellucia imperialis,0.54
Bellucia pentamera,0.485
Berberis jobii,0.593
Berberis vulgaris,0.689
Berchemia discolor,0.8465
Berchemia zeyheri,0.8634999999999999
Berlinia acuminata,0.62
Berlinia auriculata,0.6605000000000001
Berlinia bracteosa,0.6033999999999999
Berlinia confusa,0.602
Berlinia grandiflora,0.6261818181818182
Berlinia niembaensis,0.68
Berlinia viridicans,0.568
Bernoullia flammea,0.25
Berrya ammonilla,0.99
Berrya cordifolia,0.77
Bersama abyssinica,0.6174999999999999
Bersama swynnertonii,0.62
Bertholletia excelsa,0.638
Betula albosinensis,0.518
Betula alleghaniensis,0.55
Betula alnoides,0.5515
Betula austro-sinensis,0.63
Betula costata,0.601
Betula cylindrostachya,0.57
Betula lenta,0.6
Betula luminifera,0.54925
Betula neoalaskana,0.53
Betula nigra,0.49
Betula papyrifera,0.48
Betula pendula,0.5125
Betula platyphylla,0.5178
Betula populifolia,0.45
Betula pubescens,0.525
Betula utilis,0.5800000000000001
Bhesa paniculata,0.655
Billia columbiana,0.69
Bischofia javanica,0.6016999999999999
Bischofia trifoliata,0.538
Bixa arborea,0.36999999999999994
Bixa excelsa,0.32
Bixa orellana,0.36
Blakea subconnata,0.71
Bleasdalea vitiensis,0.43
Blepharidium mexicanum,0.5
Blepharocalyx eggersii,0.726
Blepharocalyx gigantea,0.6
Blepharocalyx salicifolius,0.70825
Blepharocarya involucrigera,0.48266666666666663
Blighia sapida,0.762
Blighia unijugata,0.508
Blighia welwitschii,0.78575
Blumeodendron kurzii,0.53
Blumeodendron subcaudatum,0.6
Blumeodendron subrotundifolium,0.5449999999999999
Blumeodendron tokbrai,0.5549999999999999
Blumeodendron vernicosum,0.75
Bocageopsis multiflora,0.6402
Bocoa prouacensis,1.0536666666666668
Bocoa viridiflora,0.835
Boehmeria caudata,0.364
Bolusanthus speciosus,0.839
Bombacopsis flaviflora,0.344
Bombacopsis macrocalyx,0.56
Bombacopsis nervosa,0.47
Bombacopsis quinata,0.38
Bombax anceps,0.413
Bombax brevicuspe,0.4076666666666667
Bombax buonopozense,0.324
Bombax ceiba,0.3135
Bombax costatum,0.37399999999999994
Bombax larutense,0.4
Bombax malabaricum,0.276
Bombax paraense,0.39
Bombax rhodognaphalon,0.3845
Bombax valetorii,0.25
Borassus flabellifer,0.87
Borneodendron aenigmaticum,0.68
Borojoa patinoi,0.52
Boschia griffithii,0.65
Boscia salicifolia,0.594
Bosistoa transversa,0.839
Boswellia serrata,0.5
Bothriospora corymbosa,0.6799999999999999
Botryarrhena pendula,0.734
Botryophora geniculata,0.44
Bouea macrophylla,0.6799999999999999
Bouea microphylla,0.71
Bouea oppositifolia,0.745
Bougainvillea praecox,0.56
Bourreria purpusii,0.73
Bowdichia nitida,0.8033333333333333
Bowdichia virgilioides,0.91
Brachychiton acerifolius,0.3416666666666666
Brachychiton carruthersii,0.232
Brachychiton discolor,0.24675000000000002
Brachychiton diversifolius,0.387
Brachychiton gregorii,0.601
Brachychiton populneus,0.387
Brachyglottis repanda,0.645
Brachylaena huillensis,0.7346666666666666
Brachylaena hutchinsii,0.615
Brachylaena ramiflora,0.8016666666666667
Brachylaena rotundata,0.771
Brachystegia allenii,0.646
Brachystegia appendiculata,0.68
Brachystegia boehmii,0.6265000000000001
Brachystegia cynometroides,0.5687
Brachystegia eurycoma,0.602
Brachystegia glaucescens,0.827
Brachystegia laurentii,0.4996
Brachystegia leonensis,0.4923333333333333
Brachystegia mildbraedii,0.5086666666666667
Brachystegia nigerica,0.577
Brachystegia spiciformis,0.6715
Brachystegia utilis,0.827
Brachystegia zenkeri,0.455
Brackenridgea hookeri,0.6
Bracteanthus glycycarpus,0.71
Brassaiopsis speciosa,0.3
Breonadia salicina,0.818
Breonia chinensis,0.3411666666666667
Breonia decidua,0.655
Breonia keliravina,0.8220000000000001
Breonia macrocarpa,0.44
Breonia madagascariensis,0.708
Breonia perrieri,0.765
Bretschneidera sinensis,0.537
Breviea sericea,0.481
Bridelia balansae,0.6052500000000001
Bridelia exaltata,0.6805
Bridelia glauca,0.44
Bridelia grandis,0.523
Bridelia insulana,0.542
Bridelia micrantha,0.5081428571428571
Bridelia ndellensis,0.5505
Bridelia ovata,0.6
Bridelia penangiana,0.465
Bridelia retusa,0.608
Bridelia tomentosa,0.665
Bridelia tulasneana,0.473
Brombya platynema,0.611
Brosimum acutifolium,0.6402857142857143
Brosimum alicastrum,0.5985714285714286
Brosimum caloxylon,0.7
Brosimum costaricanum,0.665
Brosimum gaudichaudii,0.64
Brosimum guianense,0.8435
Brosimum lactescens,0.6556
Brosimum paraense,0.75
Brosimum parinarioides,0.630625
Brosimum potabile,0.5425
Brosimum rubescens,0.8251428571428571
Brosimum uleanum,0.68
Brosimum utile,0.5057857142857143
Broussonetia greveana,0.418
Broussonetia greveanus,0.42533333333333334
Broussonetia luzonica,0.5
Broussonetia papyrifera,0.29
Brownlowia argentata,0.453
Brownlowia peltata,0.47
Bruguiera cylindrica,0.72
Bruguiera exaristata,0.839
Bruguiera gymnorhiza,0.76375
Bruguiera hainesii,0.82
Bruguiera parviflora,0.7719999999999999
Bruguiera sexangula,0.74
Bruinsmia styracoides,0.38
Brunellia comocladifolia,0.3
Brunellia costaricensis,0.3225
Buchanania amboinensis,0.36
Buchanania angustifolia,0.508
Buchanania arborescens,0.4506
Buchanania heterophylla,0.284
Buchanania insignis,0.43
Buchanania lanzan,0.3925
Buchanania latifolia,0.46
Buchanania lucida,0.5
Buchanania macrocarpa,0.277
Buchanania obovata,0.405
Buchanania sessilifolia,0.425
Buchanania versteeghii,0.42
Buchenavia grandis,0.755
Buchenavia huberi,0.79
Buchenavia ochroprumna,0.69
Buchenavia oxycarpa,0.7133333333333334
Buchenavia pallidovirens,0.82
Buchenavia parvifolia,0.818
Buchenavia tetraphylla,0.61725
Buchenavia viridiflora,0.775
Bucida buceras,0.7666666666666666
Buckinghamia celsissima,0.7873333333333333
Buddleja americana,0.52
Buddleja asiatica,0.28
Buddleja nitida,0.52
Bulnesia arborea,0.9433333333333334
Bulnesia sarmientoi,1.0135
Bunchosia argentea,0.65
Bunchosia palmeri,0.74
Burckella macropoda,0.53
Burckella obovata,0.5645
Burckella polymera,0.57
Burckella poolei,0.48
Burdachia duckei,0.84
Burdachia prismatocarpa,0.73
Burkea africana,0.6125
Burkillanthus malaccensis,0.73
Burretiodendron hsienmu,0.9265
Bursaria occidentalis,0.592
Bursera excelsa,0.35
Bursera graveolens,0.32
Bursera heteresthes,0.4
Bursera indica,0.25
Bursera instabilis,0.24
Bursera simaruba,0.305
Bussea occidentalis,0.7916666666666666
Butea monosperma,0.43333333333333335
Buxus rolfei,0.68
Buxus sempervirens,0.78
Buxus wallichiana,0.706
Byrsonima aerugo,0.6285000000000001
Byrsonima arthropoda,0.62
Byrsonima coccolobaefolia,0.62
Byrsonima coriacea,0.62
Byrsonima crassifolia,0.584
Byrsonima crispa,0.5800000000000001
Byrsonima densa,0.62
Byrsonima japurensis,0.62
Byrsonima laevigata,0.62
Byrsonima lancifolia,0.66
Byrsonima obversa,0.62
Byrsonima sericea,0.78
Byrsonima spicata,0.6136666666666666
Byrsonima stipulacea,0.7226666666666667
Byrsonima verbascifolia,0.75
Cabralea canjerana,0.5321666666666666
Cadellia pentastylis,0.951
Caesalpinia caladenia,0.91
Caesalpinia coriaria,1.1375
Caesalpinia echinata,0.89
Caesalpinia eriostachys,0.73
Caesalpinia ferrea,1.17
Caesalpinia glabrata,0.95
Caesalpinia granadillo,1.03
Caesalpinia paraguariensis,1.0526666666666666
Caesalpinia platyloba,1.03
Caesalpinia pluviosa,0.89
Caesalpinia pulcherrima,0.84
Caesalpinia sappan,0.8345
Caesalpinia sclerocarpa,1.39
Calatola costaricensis,0.5655
Calatola laevigata,0.76
Caldcluvia australiensis,0.49420000000000003
Caldcluvia celebica,0.39
Caldcluvia myriantha,0.3
Caldcluvia paniculata,0.525
Caldcluvia paniculosa,0.5601999999999999
Caldcluvia papuana,0.7
Calliandra calothyrsus,0.58
Calliandra guildingii,0.85
Calliandra seleri,0.98
Calliandra trinervia,0.82
Calliandra tweediei,0.85
Callicarpa furfuracea,0.3
Callicarpa pentandra,0.34
Callicarpa tomentosa,0.41
Callicoma serratifolia,0.495
Callistemon lanceolatus,0.802
Callistemon phoeniceus,0.846
Callistemon salignus,0.839
Callistemon viminalis,0.689
Callisthene fasciculata,0.7400000000000001
Callisthene major,0.75
Callitris columellaris,0.6067142857142857
Callitris endlicheri,0.5773333333333333
Callitris macleayana,0.495
Callitris rhomboidea,0.46900000000000003
Callitris verrucosa,0.682
Calocedrus macrolepis,0.452
Calodendrum capense,0.62
Caloncoba brevipes,0.65
Calophyllum angulare,0.6425000000000001
Calophyllum australianum,0.633
Calophyllum austrocoriaceum,0.41
Calophyllum blancoi,0.46
Calophyllum brasiliense,0.5890666666666667
Calophyllum brassii,0.48
Calophyllum calaba,0.5915
Calophyllum canum,0.51
Calophyllum congestiflorum,0.52
Calophyllum costatum,0.622
Calophyllum dasypodium,0.5
Calophyllum drouhardii,0.598
Calophyllum dryobalanoides,0.65
Calophyllum floribundum,0.71
Calophyllum foetidum,0.67
Calophyllum grandiflorum,0.41
Calophyllum inophylloide,0.61
Calophyllum inophyllum,0.5846
Calophyllum kunstleri,0.53
Calophyllum lanigerum,0.5
Calophyllum leucocarpum,0.6
Calophyllum longifolium,0.542
Calophyllum macrocarpum,0.64
Calophyllum mariae,0.46
Calophyllum molle,0.59
Calophyllum neo-ebudicum,0.5
Calophyllum obliquinervium,0.64
Calophyllum papuanum,0.444
Calophyllum parviflorum,0.7253333333333334
Calophyllum parvifolium,0.54
Calophyllum polyanthum,0.439
Calophyllum prainianum,0.56
Calophyllum pulcherrimum,0.6166666666666667
Calophyllum recurvatum,0.56
Calophyllum retusum,0.57
Calophyllum rigidum,0.48
Calophyllum sclerophyllum,0.57
Calophyllum soulattri,0.43
Calophyllum spectabile,0.59
Calophyllum teysmannii,0.54
Calophyllum tomentosum,0.53
Calophyllum venulosum,0.5
Calophyllum vitiense,0.5
Calophyllum wallichiana,0.53
Calophyllum waworoentii,0.51
Calophyllum wightianum,0.57
Calpocalyx brevibracteatus,0.7266666666666666
Calpocalyx heitzii,0.7265999999999999
Calpocalyx klainei,0.6865
Calycogonium squamulosum,0.74
Calycolpus goetheanus,0.8
Calycophyllum acreanum,0.8
Calycophyllum candidissimum,0.6966666666666667
Calycophyllum multiflorum,0.7375
Calycophyllum spruceanum,0.7191666666666666
Calycorectes acutatus,0.76
Calyptranthes clusiaefolia,0.72
Calyptranthes concinna,0.77
Calyptranthes speciosa,0.86
Camellia lanceolata,0.55
Campnosperma auriculata,0.32666666666666666
Campnosperma brevipetiolata,0.30433333333333334
Campnosperma coriaceum,0.3775
Campnosperma gummifera,0.44
Campnosperma macrophylla,0.4
Campnosperma minus,0.43
Campnosperma panamensis,0.3386
Campnosperma squamatum,0.39
Campomanesia eugenioides,0.84
Campomanesia grandiflora,0.73
Campomanesia maschalantha,0.747
Campomanesia neriiflora,0.84
Campomanesia rufa,0.93
Campsiandra angustifolia,0.9
Campsiandra comosa,0.81
Camptostemon philippinense,0.42
Camptotheca acuminata,0.428
Cananga latifolia,0.28
Cananga odorata,0.32720000000000005
Canarium acutifolium,0.51
Canarium album,0.41700000000000004
Canarium apertum,0.525
Canarium asperum,0.47
Canarium australasicum,0.6195999999999999
Canarium australianum,0.5256666666666666
Canarium balsamiferum,0.39
Canarium bengalense,0.56
Canarium caudatum,0.33
Canarium copaliferum,0.431
Canarium decumanum,0.32
Canarium denticulatum,0.525
Canarium dichotomum,0.46
Canarium euphyllum,0.35
Canarium fissistipulum,0.57
Canarium hirsutum,0.49
Canarium indicum,0.56
Canarium intermedium,0.63
Canarium karoense,0.55
Canarium lian,0.4
Canarium littorale,0.495
Canarium luzonicum,0.31
Canarium madagascariense,0.5260769230769231
Canarium maluense,0.48
Canarium megalanthum,0.56
Canarium muelleri,0.594
Canarium odontophyllum,0.5
Canarium oleosum,0.482
Canarium patentinervium,0.5449999999999999
Canarium pilosum,0.46499999999999997
Canarium pimela,0.545
Canarium pseudo-decumanum,0.46
Canarium pseudopatentinervium,0.44
Canarium pseudosumatranum,0.51
Canarium quadrangulare,0.45
Canarium rufum,0.51
Canarium samoense,0.508
Canarium schweinfurthii,0.4089375
Canarium schweinfurtii,0.29
Canarium sikkimense,0.25
Canarium strictum,0.53
Canarium sumatranum,0.32
Canarium sylvestre,0.46
Canarium tonkinense,0.491
Canarium trigonum,0.59
Canarium vanikoroense,0.54
Canarium vitiense,0.54
Canarium vrieseanum,0.51
Canarium vulgare,0.44
Canella winterana,0.95
Canthium dicoccum,0.7114
Canthium glabrum,0.465
Canthium lactescens,0.715
Canthium monstrosum,0.44
Canthium rubrocostatum,0.65
Cantleya corniculata,0.86
Capirona decorticans,0.593
Capparis amplissima,0.663
Capparis angulata,0.77
Capparis arborea,0.762
Capparis baducca,0.48
Capparis indica,0.68
Capparis maroniensis,0.67
Capparis mitchellii,0.762
Capparis nobilis,0.702
Capparis osmantha,0.663
Capparis retusa,0.619
Capparis speciosa,0.662
Capparis verrucosa,0.86
Capsicodendron dinisii,0.57
Caraipa densifolia,0.6406
Caraipa grandifolia,0.78
Caraipa llanorum,0.6
Caraipa punctulata,0.6
Carallia borneensis,0.61
Carallia brachiata,0.6658571428571428
Carallia euryoides,0.74
Carallia integerrima,0.76
Carapa grandiflora,0.55
Carapa guianensis,0.53
Carapa nicaraguensis,0.42
Carapa obovata,0.663
Carapa procera,0.5638125
Carapa slateri,0.55
Cardiopetalum calophyllum,0.645
Cardwellia sublimis,0.476
Careya arborea,0.7313333333333333
Carica mexicana,0.16
Carica pulchra,0.215
Cariniana decandra,0.5796666666666667
Cariniana domestica,0.59
Cariniana estrellensis,0.6366666666666667
Cariniana integrifolia,0.46
Cariniana legalis,0.49500000000000005
Cariniana micrantha,0.5866
Cariniana multiflora,0.56
Cariniana pyriformis,0.5366666666666667
Cariniana rubra,0.615
Carnarvonia araliifolia,0.594
Carphalea pubescens,0.857
Carpinus betulus,0.6930000000000001
Carpinus caroliniana,0.58
Carpinus fangiana,0.555
Carpinus lanceolata,0.53
Carpinus londoniana,0.529
Carpodetus serratus,0.668
Carpotroche longifolia,0.45
Carya aquatica,0.61
Carya cathayensis,0.6185
Carya cordiformis,0.6
Carya glabra,0.66
Carya illinoensis,0.6
Carya laciniosa,0.62
Carya myristiciformis,0.56
Carya ovata,0.64
Carya sulcata,0.55
Carya tomentosa,0.64
Caryocar amygdaliferum,0.68
Caryocar barbinerve,0.62
Caryocar brasiliense,0.65
Caryocar coccineum,0.665
Caryocar glabrum,0.6535714285714286
Caryocar gracile,0.6900000000000001
Caryocar microcarpum,0.6696666666666666
Caryocar nuciferum,0.6890000000000001
Caryocar pallidum,0.8400000000000001
Caryocar tessmannii,0.68
Caryocar villosum,0.758
Caryodendron amazonicum,0.65
Casearia aculeata,0.66
Casearia arborea,0.5736666666666667
Casearia battiscombei,0.508
Casearia coriacea,0.55
Casearia dallachii,0.609
Casearia decandra,0.6643333333333333
Casearia engleri,0.5
Casearia esculenta,0.5
Casearia flavovirens,0.56
Casearia gigantifolia,0.56
Casearia grandiflora,0.77
Casearia graveolens,0.606
Casearia grayi,0.62
Casearia grewiaefolia,0.56
Casearia grewiifolia,0.491
Casearia guianensis,0.735
Casearia javitensis,0.753
Casearia membranacea,0.65
Casearia negrensis,0.52
Casearia nitida,0.67
Casearia pitumba,0.73
Casearia praecox,0.71
Casearia sylvestris,0.7050000000000001
Casearia tomentosa,0.64
Casearia tremula,0.74
Cassia abbreviata,0.883
Cassia brewsteri,0.676
Cassia cowanii,0.62
Cassia fastuosa,0.8049999999999999
Cassia ferruginea,0.866
Cassia fistula,0.7981666666666666
Cassia fistuloides,0.74
Cassia javanica,0.616
Cassia marginata,1.28
Cassia moschata,0.8049999999999999
Cassia nodosa,0.7
Cassia siamea,0.66325
Cassia spectabilis,0.48
Cassia timorensis,0.58
Cassine aethiopica,0.827
Cassine buchananii,0.7
Cassine crocea,0.65
Cassine papillosa,0.551
Cassine schlechteriana,0.775
Cassine transvaalensis,0.827
Cassipourea congoensis,0.66
Cassipourea euryoides,0.738
Cassipourea firestoneana,0.74
Cassipourea guianensis,0.82
Cassipourea gummiflua,0.508
Cassipourea malosana,0.5865
Cassipourea verticillata,0.5
Castanea dentata,0.4
Castanea henryi,0.541
Castanea mollissima,0.574
Castanea sativa,0.4633333333333334
Castanea seguinii,0.5102500000000001
Castanopsis acuminatissima,0.5834999999999999
Castanopsis argentea,0.59
Castanopsis buruana,0.54
Castanopsis carlesii,0.44075
Castanopsis chinensis,0.624
Castanopsis chrysophylla,0.42
Castanopsis curtisii,0.61
Castanopsis delavayi,0.683
Castanopsis echinocarpa,0.61
Castanopsis eyrei,0.49425
Castanopsis fabri,0.5
Castanopsis fargesii,0.48633333333333334
Castanopsis fissa,0.4446
Castanopsis fordii,0.4575
Castanopsis formosana,0.68
Castanopsis hainanensis,0.6473333333333334
Castanopsis hullettii,0.58
Castanopsis hystrix,0.565
Castanopsis indica,0.59575
Castanopsis inermis,0.55
Castanopsis javanica,0.525
Castanopsis kawakamii,0.59
Castanopsis lamontii,0.479
Castanopsis lucida,0.53
Castanopsis malaccensis,0.6
Castanopsis megacarpa,0.63
Castanopsis mottleyana,0.645
Castanopsis nephelioides,0.52
Castanopsis orthacantha,0.53
Castanopsis pachycarpa,0.69
Castanopsis philippinensis,0.66
Castanopsis platyacantha,0.4
Castanopsis rhamnifolia,0.65
Castanopsis sclerophylla,0.459
Castanopsis scortechinii,0.62
Castanopsis sumatrana,0.78
Castanopsis tibetana,0.536
Castanopsis tribuloides,0.595
Castanopsis tungurrut,0.61
Castanospermum australe,0.6253333333333333
Castanospora alphandii,0.607
Castilla elastica,0.5675
Casuarina cristata,0.9743333333333334
Casuarina cunninghamiana,0.6986666666666667
Casuarina equisetifolia,0.80875
Casuarina glauca,0.7685
Casuarina junghuhniana,0.9
Casuarina nodiflora,0.85
Casuarina oligodon,0.7
Casuarina papuana,0.835
Casuarina pauper,0.9725
Casuarina torulosa,0.8
Catalpa bignonioides,0.3705
Catalpa bungei,0.52
Catalpa duclouxii,0.399
Catalpa longissima,0.7233333333333333
Catalpa speciosa,0.38
Catha edulis,0.646
Cathaya argyrophylla,0.5880000000000001
Catostemma albuquerquei,0.69
Catostemma altsonii,0.49
Catostemma cavalcantei,0.56
Catostemma commune,0.5195000000000001
Catostemma fragrans,0.57425
Catostemma sclerophyllum,0.69
Catunaregam obovata,0.814
Catunaregam spinosa,0.688
Cavanillesia hylogeiton,0.13
Cavanillesia platanifolia,0.36
Cavanillesia umbellata,0.15
Ceanothus cuneatus,0.7
Ceanothus oliganthus,0.67
Cecropia concolor,0.15
Cecropia engleriana,0.49
Cecropia ficifolia,0.266
Cecropia glaziovi,0.41
Cecropia hololeuca,0.43
Cecropia insignis,0.3175
Cecropia latiloba,0.33
Cecropia membranacea,0.32999999999999996
Cecropia obtusa,0.31
Cecropia obtusifolia,0.30733333333333335
Cecropia pachystachya,0.41
Cecropia peltata,0.3
Cecropia purpurascens,0.32
Cecropia sciadophylla,0.3868571428571429
Cedrela angustifolia,0.36
Cedrela fissilis,0.4666
Cedrela lilloi,0.401
Cedrela microcarpa,0.51
Cedrela montana,0.34
Cedrela multijuga,0.496
Cedrela oaxacensis,0.41
Cedrela odorata,0.4468571428571429
Cedrela serrata,0.39
Cedrela sureni,0.32
Cedrela tonduzii,0.36
Cedrela toona,0.56
Cedrelinga cateniformis,0.5038
Cedrelopsis grevei,0.792
Cedrus atlantica,0.44
Cedrus deodara,0.47
Ceiba aesculifolia,0.48
Ceiba boliviana,0.26
Ceiba chodatii,0.198
Ceiba erianthos,0.2
Ceiba glaziovii,0.59
Ceiba insignis,0.253
Ceiba pentandra,0.3052121212121212
Ceiba samauma,0.57
Ceiba speciosa,0.392
Ceiba trichistandra,0.32
Celaenodendron mexicanum,0.94
Celtis adolfi-friderici,0.47
Celtis adolfi-fridericii,0.5813333333333334
Celtis africana,0.619
Celtis australis,0.55
Celtis brieyi,0.607
Celtis durandii,0.45
Celtis ehrenbergiana,0.688
Celtis gomphophylla,0.5683333333333334
Celtis iguanaea,0.655
Celtis kajewskii,0.491
Celtis laevigata,0.47
Celtis latifolia,0.42
Celtis luzonica,0.55
Celtis mildbraedii,0.6175714285714287
Celtis nymanii,0.491
Celtis occidentalis,0.49
Celtis paniculata,0.5535
Celtis philippensis,0.703
Celtis philippinensis,0.611
Celtis prantlii,0.6696666666666666
Celtis rigescens,0.49
Celtis schippii,0.616
Celtis sinensis,0.5660000000000001
Celtis tessmannii,0.6565
Celtis tetrandra,0.52
Celtis timorensis,0.58
Celtis yunnanensis,0.533
Celtis zenkeri,0.6084999999999999
Cenostigma macrophyllum,0.97
Cenostigma tocantinum,0.84
Centrolobium microchaete,0.5866666666666667
Centrolobium ochroxylum,0.69
Centrolobium paraense,0.711
Centrolobium patinense,0.65
Centrolobium robustum,0.7013333333333334
Centrolobium tomentosum,0.665
Cephalomappa malloticarpa,0.51
Cephalosphaera usambarensis,0.4295
Cephalotaxus fortunei,0.532
Cerasus cerasoides,0.634
Ceratopetalum apetalum,0.523
Ceratopetalum succirubrum,0.539
Ceratopetalum virchowii,0.6216666666666667
Cerbera floribunda,0.434
Cerbera inflata,0.422
Cerbera manghas,0.38
Cerbera odollam,0.30000000000000004
Cercidiphyllum japonicum,0.428
Cercis canadensis,0.65
